	Hairpin	Distance_PRE	PRE	score_kf19	PcG_OR	PcG_pval	trxG_OR	trxG_pval	PcG_complex	PcG_genes	trxG_complex	trxG_genes
dme-miR-990-3p	dme-mir-990	37863.0	2R:16856046..16857445	0.81	1.1454975871801876	0.5922091265071292	2.0079821200510857	0.2784323563549408	PRC1, dRAF	Su(z)2 [-0.107]	COMPASS-SET1, COMPASS-TRX, COMPASS-TRR	"Wds [-0.253] ,
 Cfp1 [-0.003]"
dme-miR-990-5p	dme-mir-990	37863.0	2R:16856046..16857445	0.81	1.9915966386554622	0.40612478022375753			PRC2	Jarid2 [-0.180]		
dme-miR-991-3p	dme-mir-991	550.0	2R:20584196..20584745	0.82	2.8460093896713614	0.027244892624807355	1.8277747698971305	0.15048640997669016	PRC1, PRC2, PhoRC, dRAF, PRE-binding/Recruiters	"Su(z)2 [-0.057] ,
 Scm [-0.227] ,
 Su(z)12 [-0.298] ,
 Pho [-0.011] ,
 dSfmbt [-0.277] ,
 Kdm2 [-0.148] ,
 Spps [-0.257]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, BAP, PBAP	"Sbf [-0.911] ,
 Wds [-0.509] ,
 Hcf [-0.011] ,
 Mnn1 [-0.181] ,
 mor [-0.351] ,
 e(y)3 [-0.000]"
dme-miR-991-5p	dme-mir-991	550.0	2R:20584196..20584745	0.82	0.9770114942528736	0.6492832715172948	0.8204269293924467	0.7101740689509326	PRC2	Pcl [-0.079]	BAP, PBAP	brm [-0.000]
dme-miR-992-3p	dme-mir-992	660.0	2R:20584196..20584745	0.82	2.692040017398869	0.12009333329649105	3.103448275862069	0.05332923758242909	PhoRC, PR-DUB, PRE-binding/Recruiters	"dSfmbt [-0.492] ,
 Asx [-0.283] ,
 Spps [-0.605]"	TAC1, COMPASS-TRR, ASH1, PBAP	"nej [-0.046] ,
 Trr [-0.388] ,
 Ash1 [-0.227] ,
 BAP170 [-0.001]"
dme-miR-992-5p	dme-mir-992	660.0	2R:20584196..20584745	0.82	1.6253032043916762	0.47084185822077174			PRC2	Escl [-0.342]		
dme-miR-993-3p	dme-mir-993	13505.0	3R:6762279..6762828	0.89	1.7002801120448179	0.4560288196037989			PRC1, dRAF	Sce [-0.466]		
dme-miR-993-5p	dme-mir-993	13505.0	3R:6762279..6762828	0.89								
dme-miR-994-3p	dme-mir-994	11892.0	3R:10420029..10421678	0.855	4.090544067456334	0.013786120418334083	1.8090608498248038	0.2537432661922341	PRC1, PRC2, PhoRC, dRAF, PR-DUB, PRE-binding/Recruiters	"Su(z)2 [-0.072] ,
 Scm [-0.154] ,
 Jarid2 [-0.068] ,
 Asx [-0.182] ,
 Cg [-0.234]"	COMPASS-TRX, BAP, PBAP	"Mnn1 [-0.115] ,
 osa [-0.411] ,
 Bap60 [-0.315]"
dme-miR-994-5p	dme-mir-994	11892.0	3R:10420029..10421678	0.855	0.856728778467909	0.6960029408847623	0.7194202898550724	0.7552347304874063	PRC2	Escl [-0.433]	COMPASS-SET1, COMPASS-TRX	Hcf [-0.289]
dme-miR-995-3p	dme-mir-995	31406.0	3R:20767329..20768128	0.815			2.374746543778802	0.35329140570112855			COMPASS-TRX	Mnn1 [-0.176]
dme-miR-995-5p	dme-mir-995	31406.0	3R:20767329..20768128	0.815								
dme-miR-996-3p	dme-mir-996	2645.0	3R:29219829..29220378	0.83	1.5731601731601732	0.4816981118077944			dRAF	Kdm2 [-0.284]		
dme-miR-996-5p	dme-mir-996	2645.0	3R:29219829..29220378	0.83			1.0585324947589099	0.6191806945461714			COMPASS-TRX	Mnn1 [-0.293]
dme-miR-997-3p	dme-mir-997	4490.0	3R:19321629..19322678	0.815			2.3588739746457867	0.22282914206044657			COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, BAP, PBAP	"Ash2 [-0.610] ,
 Bap111 [-0.023]"
dme-miR-997-5p	dme-mir-997	4490.0	3R:19321629..19322678	0.815	1.1432206470374409	0.5929210293133622	2.0039834289356278	0.27917668434254134	PhoRC	Pho [-0.001]	COMPASS-SET1, COMPASS-TRX, BAP, PBAP	"Hcf [-0.280] ,
 Act5C [-0.545]"
dme-miR-998-3p	dme-mir-998	3243.0	3R:21618179..21618778	0.83			2.2683700440528636	0.3662047850536503			COMPASS-TRX	Mnn1 [-0.176]
dme-miR-998-5p	dme-mir-998	3243.0	3R:21618179..21618778	0.83	2.4512510785159622	0.14561684074367806	1.2915617128463477	0.4735611338303176	PRC1, PRC2, dRAF, PRE-binding/Recruiters	"Psc [-0.169] ,
 Pcl [-0.173] ,
 Cg [-0.395]"	COMPASS-SET1, COMPASS-TRX, BAP, PBAP	"Hcf [-0.009] ,
 Bap55 [-0.084]"
dme-miR-999-3p	dme-mir-999	1098.0	3R:21799429..21800278	0.9	2.347011596788582	0.15883895484339786	1.9382040214759448	0.22425030688725234	PRC1, PRC2, PhoRC	"Scm [-0.501] ,
 Jing [-0.113] ,
 Pho [-0.191]"	TAC1, COMPASS-TRX, PBAP	"trx [-0.302] ,
 Mnn1 [-0.100] ,
 e(y)3 [-0.188]"
dme-miR-999-5p	dme-mir-999	1098.0	3R:21799429..21800278	0.9	1.1523809523809523	0.5900662807529444	0.9676923076923077	0.6514808416371747	PRC1	Ph-p [-0.213]	TAC1	Sbf [-0.037]
dme-miR-9a-3p	dme-mir-9a	5281.0	3L:19559051..19559850	0.815	0.516066589237321	0.8565534386485225	0.4333514001806685	0.899259973125609	PhoRC	Pho [-0.381]	COMPASS-SET1, COMPASS-TRX	Hcf [-0.576]
dme-miR-9a-5p	dme-mir-9a	5281.0	3L:19559051..19559850	0.815	1.1456273764258555	0.5370195934063895	1.4953460472427915	0.3479282375609295	PhoRC, dRAF	"Pho [-0.006] ,
 Kdm2 [-0.334]"	TAC1, COMPASS-TRR, BAP, PBAP	"Sbf [-0.038] ,
 Trr [-0.315] ,
 Act5C [0.000]"
dme-miR-9b-3p	dme-mir-9b	5044.0	2L:16692901..16693700	0.86	1.3546281433921883	0.5328658157079831	1.1375280898876405	0.5932950394473504	PRC1, dRAF	Psc [-0.258]	BAP, PBAP	mor [-0.362]
dme-miR-9b-5p	dme-mir-9b	5044.0	2L:16692901..16693700	0.86	1.1796875	0.5220292443216766	0.9827473958333334	0.6141131517916455	PhoRC, dRAF	"Pho [-0.006] ,
 Kdm2 [-0.334]"	TAC1, BAP, PBAP	"Sbf [-0.038] ,
 Act5C [0.000]"
dme-miR-9c-3p	dme-mir-9c	4224.0	2L:16692901..16693700	0.86	1.72992700729927	0.2785054019891975	0.9118049225159526	0.6527203249532959	PRC1, PhoRC	"Pc [-0.089] ,
 Ph-p [-0.025] ,
 Pho [-0.002]"	BAP, PBAP	"mor [-0.000] ,
 Polybromo [-0.812]"
dme-miR-9c-5p	dme-mir-9c	4224.0	2L:16692901..16693700	0.86	1.823956442831216	0.2542960888826456	1.5062468765617192	0.3440128705836363	PRC2, PhoRC, dRAF	"Jing [-0.097] ,
 Pho [-0.006] ,
 Kdm2 [-0.334]"	TAC1, COMPASS-TRR, BAP, PBAP	"Sbf [-0.038] ,
 Trr [-0.315] ,
 Act5C [0.000]"
dme-miR-iab-4-3p	dme-mir-iab-4	1254.0	3R:16857529..16858178	0.805	0.7922194449785298	0.723289887598033	0.6652489905787349	0.7809862384870345	PRC2	Jarid2 [-0.069]	PBAP	e(y)3 [0.000]
dme-miR-iab-4-5p	dme-mir-iab-4	1254.0	3R:16857529..16858178	0.805	0.7691348790825231	0.7334412160713428	0.6458638743455497	0.7904512923067635	PRC1, dRAF	Psc [-0.238]	COMPASS-SET1	Cfp1 [-0.003]
dme-miR-iab-8-3p	dme-mir-iab-8	1187.0	3R:16857529..16858178	0.805	0.7333571726562965	0.7495747134857941	0.615819774718398	0.8053586985398749	PRC1, PRC2, PhoRC	Scm [-0.103]	ASH1	fs(1)h [-0.053]
dme-miR-iab-8-5p	dme-mir-iab-8	1187.0	3R:16857529..16858178	0.805	3.750492648173412	0.03213800899925152			PRC1, PRC2, PhoRC, PRE-binding/Recruiters	"Pc [-0.089] ,
 Ph-d [-0.558] ,
 Scm [-0.064] ,
 Cg [-0.232]"		
